FIPS,county_clean,State,married.slope_2022,unmarried.slope_2022,household_volatility,E_POV150,E_UNINSUR,E_CROWD,E_NOVEH,E_MINRTY,E_AGE65,healthcare_vulnerability,disease_risk_score,covid_cases,covid_cases_per_100k
13099,"early, georgia",GA,211.488138332264,94.5922456319386,306.0803839642026,4363,1948,195,474,5662,1947,2143,1408.232153585681,2296,22470.1507144255
22033,"east baton rouge, louisiana",LA,-332.677408248186,621.517857142857,954.195265391043,111080,37234,3929,11861,246937,63024,41163,25079.478106156417,129335,29184.8505499167
22035,"east carroll, louisiana",LA,-82.1821428571429,94.5922456319386,176.7743884890815,2691,254,61,226,5091,926,315,259.7097553956326,3041,43774.2910608896
22037,"east feliciana, louisiana",LA,189.006076276666,41.0071428571429,230.0132191338089,3266,1148,149,687,8934,3479,1297,870.2052876535236,7878,40971.499895985
48133,"eastland, texas",TX,-56.8464285714286,-143.268988364565,200.1154169359936,5377,3013,238,442,3884,4087,3251,2030.6461667743974,3429,18748.9747935918
26045,"eaton, michigan",MI,-268.164285714286,223.442857142857,491.607142857143,15748,4810,699,2090,19302,20205,5509,3502.0428571428574,35831,32653.7865670282
55035,"eau claire, wisconsin",WI,231.896428571429,369.446428571429,601.3428571428581,18715,7423,699,2697,11229,16058,8122,5113.737142857143,37119,35646.1030230861
13101,"echols, georgia",GA,-56.8464285714286,-60.1675824175873,117.0140109890159,1194,996,45,40,1613,536,1041,671.4056043956064,507,12854.9695740365
48135,"ector, texas",TX,1617.01428571429,453.364285714286,2070.378571428576,34342,32449,2785,2596,111406,15523,35234,21968.551428571427,46475,28676.411607545
35015,"eddy, new mexico",NM,275.45,94.5922456319386,370.0422456319386,14103,5558,681,1014,31618,8355,6239,3891.416898252775,19409,33541.8646850428
38027,"eddy, north dakota",ND,-55.0918065924197,44.7069371109828,99.7987437034025,462,121,8,68,275,550,129,117.319497481361,913,40362.5110521662
17045,"edgar, illinois",IL,-88.2392857142857,127.787459599233,216.0267453135187,3341,821,55,729,559,3859,876,612.0106981254075,6334,36672.0704029643
37065,"edgecombe, north carolina",NC,-365.825,94.5922456319386,460.4172456319386,18234,5205,688,2043,33372,10276,5893,3719.966898252775,17711,34014.4807851121
45037,"edgefield, south carolina",SC,-56.8464285714286,122.102714932134,178.9491435035626,7187,2182,121,563,11669,5145,2303,1453.379657401425,6779,25087.8946004959
21061,"edmonson, kentucky",KY,217.294704630971,-15.3021866045892,232.5968912355602,3612,920,172,157,636,2484,1092,748.238756494224,3288,26961.8696186962
46045,"edmunds, south dakota",SD,67.5911118293516,94.5922456319386,162.1833574612902,576,218,0,40,159,713,218,195.67334298451607,1080,27863.7770897833
17047,"edwards, illinois",IL,-49.0714285714286,94.5922456319386,143.66367420336718,1261,391,38,141,228,1365,429,314.86546968134684,2081,32358.8866428238
20047,"edwards, kansas",KS,-41.0071428571429,94.5922456319386,135.5993884890815,618,241,2,34,682,600,243,200.0397553956326,667,23635.7193479802
48137,"edwards, texas",TX,-140.751599870709,94.5922456319386,235.34384550264758,750,406,11,0,1015,469,417,344.33753820105903,565,29063.7860082305
13103,"effingham, georgia",GA,623.525,223.675,847.2,9909,5732,303,530,14265,7308,6035,3959.88,11883,19091.9169036487
17049,"effingham, illinois",IL,173.378619909534,46.2107142857143,219.58933419524828,6432,1819,420,896,1505,5973,2239,1431.2357336780992,12544,36730.9888436649
06017,"el dorado, california",CA,681.635714285714,379.342857142857,1060.978571428571,25790,8174,1864,3117,43426,40418,10038,6447.191428571428,35164,18473.8238461741
08041,"el paso, colorado",CO,6848.94285714286,2111.68928571429,8960.63214285715,119558,48427,7175,10568,224297,91065,55602,36945.45285714286,240901,33905.8886782388
48141,"el paso, texas",TX,2469.72857142857,2465.9,4935.62857142857,271054,166909,15777,18894,738579,101946,182686,111585.85142857142,246617,29467.3891613844
08039,"elbert, colorado",CO,207.071428571429,-79.5234486102127,286.5948771816417,2914,1592,88,104,3391,4234,1680,1122.6379508726568,5894,22470.4536789935
13105,"elbert, georgia",GA,-56.8464285714286,55.4928571428571,112.3392857142857,6934,2492,303,658,7049,3967,2795,1721.9357142857143,3008,15696.0968482571
20049,"elk, kansas",KS,-28.4,94.5922456319386,122.9922456319386,753,283,15,76,275,721,298,227.99689825277542,678,27098.3213429257
42047,"elk, pennsylvania",PA,-151.357142857143,83.5607142857143,234.91785714285732,5444,772,65,944,913,6728,837,596.167142857143,8729,29022.1764138711
18039,"elkhart, indiana",IN,-693.033983469009,316.75,1009.783983469009,42597,30412,1841,5967,52723,29989,32253,19755.7135933876,54150,26390.9466625078
32007,"elko, nevada",NV,-56.8464285714286,127.653571428571,184.4999999999996,9819,4900,480,911,18345,6132,5380,3301.7999999999997,12765,24297.1620001142
21063,"elliott, kentucky",KY,-149.891998879611,94.5922456319386,244.4842445115496,2320,435,68,96,341,1474,503,399.59369780461986,3680,49323.1470312291
20051,"ellis, kansas",KS,-56.8464285714286,-179.140950226254,235.9873787976826,6172,1648,124,542,3092,4466,1772,1157.594951519073,8301,28876.0566319964
40045,"ellis, oklahoma",OK,-45.8071428571429,-47.3500131424516,93.1571559995945,1020,492,10,75,554,911,502,338.4628623998378,1048,26626.0162601626
48139,"ellis, texas",TX,2988.53928571429,294.414285714286,3282.953571428576,25460,27947,2109,1674,72581,22983,30056,19346.78142857143,58058,32347.1730070647
20053,"ellsworth, kansas",KS,89.0644634777054,-15.6892857142857,104.7537491919911,896,437,41,103,899,1275,478,328.70149967679646,2406,38957.2538860104
01051,"elmore, alabama",AL,385.732142857143,127.596428571429,513.328571428572,13805,5597,390,1385,21915,12641,5987,3797.5314285714285,30079,36894.9782891348
16039,"elmore, idaho",ID,-263.1,183.771428571429,446.871428571429,8090,3441,192,571,7569,3548,3633,2358.5485714285714,9249,34201.0871574899
13107,"emanuel, georgia",GA,-150.475,-103.759364787489,254.234364787489,8547,4083,234,918,9216,3611,4317,2691.8937459149956,3632,16124.3063263041
49015,"emery, utah",UT,-71.3285714285714,94.5922456319386,165.92081706051,2087,666,108,119,911,1711,774,530.768326824204,2522,24972.7695811466
19063,"emmet, iowa",IA,-156.789285714286,141.649701479822,298.438987194108,1459,593,124,144,1258,1968,717,549.5755948776432,2648,28405.9214760781
26047,"emmet, michigan",MI,761.041468843818,94.5922456319386,855.6337144757566,5969,2157,130,762,3524,7442,2287,1714.4534857903027,7704,23222.3059532781
38029,"emmons, north dakota",ND,-19.4678571428571,94.5922456319386,114.0601027747957,586,167,7,41,105,973,174,150.02404110991827,844,25873.6971183323
51595,"emporia city, virginia",VA,-56.8464285714286,25.0995475113123,81.9459760827409,2260,618,43,396,3965,862,661,429.37839043309634,1704,31508.875739645
48143,"erath, texas",TX,336.667857142857,-317.965820943791,654.6336780866479,10406,6199,405,710,10971,5872,6604,4224.253471234659,9965,23599.2042817222
36029,"erie, new york",NY,2486.63290239172,2769.45,5256.0829023917195,192533,27979,5260,49110,230854,165159,33239,22045.833160956685,274290,29850.6975392682
39043,"erie, ohio",OH,-560.257142857143,-235.583645766004,795.840788623147,14114,3950,250,2070,13155,16184,4200,2838.336315449259,25317,34019.5380212043
42049,"erie, pennsylvania",PA,-1460.30714285714,552.203571428571,2012.510714285711,64631,11829,1630,11699,44533,48770,13459,8880.404285714285,73270,26932.9451636856
01053,"escambia, alabama",AL,-56.8464285714286,-181.61526363343,238.4616922048586,12592,3987,163,836,14684,6642,4150,2585.3846768819435,12549,34123.7253569001
12033,"escambia, florida",FL,2948.57517776336,1025.33928571429,3973.9144634776503,70641,32753,1967,7700,114523,53448,34720,22421.56578539106,95288,30088.6352943405
32009,"esmeralda, nevada",NV,27.9152391725929,94.5922456319386,122.5074848045315,356,114,4,107,294,262,118,119.8029939218126,130,12621.359223301
25009,"essex, massachusetts",MA,2671.33214285714,999.725,3671.0571428571398,129060,23282,8330,31448,240313,134580,31612,20435.62285714286,259560,32979.347884092
34013,"essex, new jersey",NJ,4310.125,1229.73214285714,5539.8571428571395,186246,88499,14099,64040,558938,109354,102598,63774.74285714285,287354,35977.8038758079
36031,"essex, new york",NY,-300.025,279.262184873965,579.287184873965,6550,1233,238,1366,3106,8749,1471,1114.314873949586,7999,21455.9695287144
50009,"essex, vermont",VT,-48.5821428571429,60.0793797001243,108.6615225572672,1526,320,73,130,310,1618,393,279.2646090229069,1461,23644.6026865189
51057,"essex, virginia",VA,88.7800574041903,13.7201168034226,102.5001742076129,2948,1102,111,213,4965,2504,1213,768.8000696830451,2875,26231.7518248175
21065,"estill, kentucky",KY,-167.717857142857,94.5922456319386,262.3101027747956,5567,878,122,562,459,2704,1000,704.9240411099182,5296,37329.9499541834
01055,"etowah, alabama",AL,-499.721428571429,201.007142857143,700.728571428572,26737,11688,467,2234,23024,19538,12155,7573.291428571429,34402,33490.71757479
32011,"eureka, nevada",NV,-56.8464285714286,-11.8672880847007,68.71371665612931,477,186,31,38,170,339,217,157.68548666245172,176,9570.41870581838
22039,"evangeline, louisiana",LA,-302.9,-16.1553813833307,319.05538138333065,14265,3457,372,1678,11427,5140,3829,2425.0221525533325,9858,29434.7735212445
13109,"evans, georgia",GA,-56.8464285714286,94.5922456319386,151.4386742033672,3926,1802,191,177,4670,1729,1993,1256.3754696813469,1674,15687.3770030925
02090,"fairbanks north star borough, alaska",AK,-56.8464285714286,-394.412718164211,451.2591467356396,12904,8530,1960,1686,30764,10268,10490,6474.503658694256,32247,32753.0343811894
51059,"fairfax, virginia",VA,5231.97142857143,1034.19285714286,6266.16428571429,113903,91785,11841,17479,574679,155332,103626,64682.065714285716,265605,23107.3593292032
51600,"fairfax city, virginia",VA,-45.5471071787179,94.5922456319386,140.1393528106565,2996,1521,162,521,10394,3572,1683,1065.8557411242625,2830,12139.6705559369
39045,"fairfield, ohio",OH,584.353571428571,300.421428571429,884.7749999999999,23158,8873,824,2458,23330,24611,9697,6172.11,47966,30707.2802232977
45039,"fairfield, south carolina",SC,-486.989473730326,94.5922456319386,581.5817193622646,7404,1981,270,567,13866,4833,2251,1583.232687744906,6007,26809.7830938142
000NA,"fajardo municipio, puerto rico",NA,-415.596428571429,90.3876858435651,505.9841144149941,NA,NA,NA,NA,NA,NA,0,202.39364576599766,NA,NA
46047,"fall river, south dakota",SD,-56.8464285714286,106.402254480869,163.24868305229762,1866,752,29,149,1042,1958,781,533.899473220919,2542,37821.7527153697
30025,"fallon, montana",MT,42.4942740965635,-28.8598466198891,71.3541207164526,434,217,21,85,187,510,238,171.34164828658103,799,26857.1428571429
51610,"falls church city, virginia",VA,171.457142857143,47.1,218.557142857143,523,374,169,352,4126,1885,543,413.2228571428572,3566,24921.3781536096
48145,"falls, texas",TX,-238.125682339072,94.5922456319386,332.71792797101057,5560,2267,274,562,8492,3238,2541,1657.6871711884041,4342,25125.8607719461
13111,"fannin, georgia",GA,133.071428571429,52.8464285714286,185.9178571428576,6782,3013,168,518,1465,7499,3181,1982.967142857143,4654,18040.8574640462
48147,"fannin, texas",TX,-56.8464285714286,65.6107142857143,122.4571428571429,7464,5630,305,430,7567,6525,5935,3609.982857142857,8229,23480.5683958226
27043,"faribault, minnesota",MN,-103.982142857143,18.4357142857143,122.4178571428573,2540,654,56,325,1351,3126,710,474.9671428571429,4001,29146.936694106502
46049,"faulk, south dakota",SD,26.5888978668445,94.5922456319386,121.1811434987831,653,136,3,66,103,670,139,131.87245739951322,721,31144.7084233261
05045,"faulkner, arkansas",AR,677.578571428571,410.607142857143,1088.1857142857139,31662,10242,793,2075,25343,15584,11035,7056.274285714286,43060,34503.2051282051
51061,"fauquier, virginia",VA,269.760714285714,92.3357142857143,362.0964285714283,6323,5538,209,768,14444,11590,5747,3593.0385714285712,16797,23875.314485523
01057,"fayette, alabama",AL,-239.275303117931,94.5922456319386,333.86754874986957,5274,1316,47,545,2585,3427,1363,951.3470194999478,5949,36261.1239790321
13113,"fayette, georgia",GA,401.917857142857,186.721428571429,588.639285714286,11083,8384,444,1181,44805,20751,8828,5532.255714285715,23119,20361.2696399634
17051,"fayette, illinois",IL,-107.767857142857,143.741612798964,251.509469941821,5070,1526,137,329,1695,4101,1663,1098.4037879767284,8446,39434.1208329443
18041,"fayette, indiana",IN,-187.546428571429,174.695184227538,362.241612798967,6695,1861,135,636,1359,4610,1996,1342.4966451195867,6871,29785.8505288712
19065,"fayette, iowa",IA,-159.625,94.5922456319386,254.2172456319386,4444,886,61,431,1374,4195,947,669.8868982527754,4885,24918.3840032646
21067,"fayette, kentucky",KY,1185.58928571429,863.739285714286,2049.328571428576,73814,21227,2899,9818,95629,43177,24126,15295.331428571431,122877,38136.8715083799
39047,"fayette, ohio",OH,-56.8464285714286,460.217825487256,517.0642540586846,7463,2284,101,942,2233,5006,2385,1637.8257016234738,9529,33307.7003740082
42051,"fayette, pennsylvania",PA,-855.9,296.046428571429,1151.946428571429,33699,5770,739,4638,11207,27486,6509,4366.178571428572,39659,30429.9119919588
47047,"fayette, tennessee",TN,171.732142857143,137.857142857143,309.589285714286,8040,3330,258,715,13239,8652,3588,2276.635714285714,11430,28144.3908204472
48149,"fayette, texas",TX,23.8326422423124,158.85627355054,182.6889157928524,5119,2623,132,431,7351,6411,2755,1726.075566317141,5331,21115.3800451539
54019,"fayette, west virginia",WV,-258.885714285714,-46.8035714285714,305.6892857142854,13128,3073,265,1504,3247,9070,3338,2125.075714285714,16707,38775.036553949
47049,"fentress, tennessee",TN,-56.8464285714286,189.299688845873,246.14611741730158,6328,1317,50,544,686,3943,1367,918.6584469669206,5699,30964.4118446074
30027,"fergus, montana",MT,-105.49642857142901,94.5922456319386,200.0886742033676,2516,1180,33,449,726,2649,1213,807.835469681347,2995,26820.0949225396
53019,"ferry, washington",WA,-86.1471449844539,31.45,117.5971449844539,2386,517,129,192,2059,2095,646,434.6388579937815,1883,24636.9226743425
27045,"fillmore, minnesota",MN,-246.736678488553,94.5922456319386,341.3289241204916,3491,1980,134,494,944,4395,2114,1404.9315696481965,5090,24202.3679330512
31059,"fillmore, nebraska",NE,84.0882331961766,94.5922456319386,178.6804788281152,698,271,10,61,360,1290,281,240.07219153124606,1127,20335.6189101407
20055,"finney, kansas",KS,-312.775,60.1285714285714,372.90357142857135,8531,4275,1016,702,21621,3991,5291,3323.7614285714285,12874,35318.6469507009
48151,"fisher, texas",TX,-20.2357142857143,-83.5992099745199,103.8349242602342,772,396,20,75,1279,850,416,291.13396970409366,710,18552.3909067154
12035,"flagler, florida",FL,1269.43214285714,385.832142857143,1655.264285714283,22823,14453,354,1159,29198,34535,14807,9546.305714285712,29239,25908.6961915395
30029,"flathead, montana",MT,1010.96785714286,266.953571428571,1277.921428571431,20472,9124,986,1562,7770,19709,10110,6577.168571428572,34154,33483.985451123
21069,"fleming, kentucky",KY,-320.313908822834,31.1142857142857,351.4281945371197,4642,1095,162,441,620,2603,1257,894.7712778148478,4981,34306.7704387355
45041,"florence, south carolina",SC,-56.8464285714286,354.421428571429,411.26785714285757,38929,13428,1264,4144,67228,23370,14692,8979.707142857142,41861,30282.0518385092
55037,"florence, wisconsin",WI,-24.8178571428571,-32.733929367736,57.551786510593104,849,311,57,95,119,1136,368,243.82071460423722,1369,31748.6085343228
000NA,"florida municipio, puerto rico",NA,-283.125,62.1290885585022,345.2540885585022,NA,NA,NA,NA,NA,NA,0,138.1016354234009,NA,NA
13115,"floyd, georgia",GA,-56.8464285714286,452.735419794917,509.5818483663456,27289,14246,1093,3108,28919,16252,15339,9407.232739346538,27015,27621.2872552528
18043,"floyd, indiana",IN,186.932142857143,215.203571428571,402.135714285714,12169,3643,108,1712,9722,12540,3751,2411.4542857142856,18913,24285.1089510651
19067,"floyd, iowa",IA,-100.835714285714,36.6785714285714,137.5142857142854,3039,943,78,487,1542,3477,1021,667.6057142857142,4150,26411.2518296952
21071,"floyd, kentucky",KY,-306.985714285714,-64.9642857142857,371.9499999999997,14049,1606,242,1329,1076,6448,1848,1257.58,16922,47095.822548774
48153,"floyd, texas",TX,-102.946428571429,94.5922456319386,197.53867420336758,1586,1339,110,155,3657,1086,1449,948.4154696813471,2202,38083.708059495
51063,"floyd, virginia",VA,-343.35669036847,36.4571428571428,379.8138332256128,3210,1394,38,410,1067,3653,1432,1011.1255332902451,3800,24102.4990485856
51065,"fluvanna, virginia",VA,399.183802247047,40.1357142857143,439.3195165327613,2539,2127,149,192,6045,5379,2276,1541.3278066131045,6976,25959.1411453876
48155,"foard, texas",TX,-151.367220919579,4.63066483242437,155.99788575200338,371,170,3,41,357,410,173,166.19915430080135,238,19718.3098591549
55039,"fond du lac, wisconsin",WI,-56.8464285714286,264.503571428571,321.34999999999957,14333,4211,463,2489,11670,18843,4674,2932.94,39769,38740.8186724336
17053,"ford, illinois",IL,-124.396428571429,-18.1717840982546,142.5682126696836,2862,631,35,368,930,2506,666,456.6272850678734,5358,40729.7605473204
20057,"ford, kansas",KS,-443.883791208777,202.409825468669,646.2936166774459,8503,4107,684,552,20366,3662,4791,3133.117446670978,11997,35580.4021590842
42053,"forest, pennsylvania",PA,111.994327731096,145.586795203388,257.58112293448403,1034,223,29,118,2063,1675,252,254.2324491737936,2566,35688.4561891516
55041,"forest, wisconsin",WI,96.0261574909091,94.5922456319386,190.6184031228477,2226,785,72,181,2013,2101,857,590.447361249139,3428,38076.1968232811
28035,"forrest, mississippi",MS,880.43308015517,94.5922456319386,975.0253257871086,26480,10076,744,2278,32413,10246,10820,6882.010130314843,27776,36954.8442031878
13117,"forsyth, georgia",GA,6125.77857142857,526.389285714286,6652.1678571428565,19403,19947,1019,1260,71596,28226,20966,15240.467142857144,53998,22822.0029162528
37067,"forsyth, north carolina",NC,1109.08571428571,845.253571428571,1954.3392857142812,93928,39672,3062,10304,166190,60329,42734,26422.13571428571,126962,33543.5496527071
48157,"fort bend, texas",TX,19210.5071428571,2050.48571428571,21260.99285714281,102290,96371,7726,6013,536187,87818,104097,70962.59714285712,256008,32369.5270656423
38031,"foster, north dakota",ND,-15.3377856966108,26.6501616031028,41.987947299713596,583,132,5,87,161,732,137,98.99517891988545,1179,36490.2506963788
18045,"fountain, indiana",IN,-62.2178571428571,94.5922456319386,156.8101027747957,3337,1655,59,326,803,3259,1714,1091.1240411099182,5404,32839.0860476422
01059,"franklin, alabama",AL,253.411037491955,94.5922456319386,348.0032831238936,10362,3659,320,625,7475,5221,3979,2526.6013132495577,12248,38775.4455947067
05047,"franklin, arkansas",AR,-271.471485022455,82.8493212669728,354.32080628942776,6151,947,183,384,1542,3543,1130,819.7283225157711,4494,25268.4846780995
12037,"franklin, florida",FL,-56.8464285714286,91.6410471881063,148.4874757595349,3601,1942,140,293,2824,2753,2082,1308.594990303814,3559,29872.4190028538
13119,"franklin, georgia",GA,-56.8464285714286,220.00757239759,276.8540009690186,6587,3475,109,395,3886,4370,3584,2261.1416003876075,5017,21798.826852053
16041,"franklin, idaho",ID,79.1357142857143,34.9928571428571,114.1285714285714,2423,1442,218,98,1330,1912,1660,1041.6514285714286,2597,18906.5230052417
17055,"franklin, illinois",IL,-56.8464285714286,71.3714285714286,128.2178571428572,11752,2166,316,1259,1700,7958,2482,1540.487142857143,15028,38844.0860215054
18047,"franklin, indiana",IN,-106.510714285714,207.408742727865,313.919457013579,3679,1620,198,511,762,4144,1818,1216.3677828054315,4400,19340.6593406593
19069,"franklin, iowa",IA,-6.26609566903062,94.5922456319386,100.85834130096922,2572,1135,35,111,1543,2185,1170,742.3433365203877,2922,28956.4958874244
20059,"franklin, kansas",KS,-56.8464285714286,94.5922456319386,151.4386742033672,4803,1801,182,374,2397,4358,1983,1250.3754696813469,8047,31380.8836719573
21073,"franklin, kentucky",KY,-56.8464285714286,78.5,135.3464285714286,9850,3894,406,1522,9456,8931,4300,2634.1385714285716,18545,36546.1926533186
23007,"franklin, maine",ME,-133.798825034872,101.171428571429,234.97025360630101,6861,3075,193,1063,1385,6581,3268,2054.78810144252,7462,24929.0081181305
25011,"franklin, massachusetts",MA,-235.696428571429,113.439285714286,349.13571428571504,12689,1658,391,2402,7067,15501,2049,1369.054285714286,14934,21174.2687405181
28037,"franklin, mississippi",MS,-106.364673561737,14.6429541047182,121.0076276664552,2853,764,57,104,2858,1537,821,541.0030510665821,2383,30883.877656817
29071,"franklin, missouri",MO,329.976292824897,230.65,560.626292824897,18033,7691,421,1504,5664,17987,8112,5091.450517129959,31812,30697.9706452827
31061,"franklin, nebraska",NE,-34.1678571428572,94.5922456319386,128.7601027747958,760,185,22,39,145,812,207,175.7040411099183,421,14175.0841750842
36033,"franklin, new york",NY,-217.917857142857,85.2928571428571,303.2107142857141,12239,2961,226,1944,9378,8610,3187,2033.4842857142855,12494,24795.0941673778
37069,"franklin, north carolina",NC,1137.39933742734,-31.2490465417068,1168.6483839690468,15268,7002,641,1120,24972,11502,7643,5053.2593535876185,26656,39184.4414717686
39049,"franklin, ohio",OH,5815.65,4215.23571428571,10030.885714285709,293865,100364,11866,37266,493553,156727,112230,71350.35428571429,371664,28486.2211287523
42055,"franklin, pennsylvania",PA,489.110714285714,698.595727905631,1187.7064421913449,26625,14137,882,3196,19481,30172,15019,9486.482576876537,52066,33600.9396336977
47051,"franklin, tennessee",TN,-279.214579030871,116.060714285714,395.275293316585,9912,3786,282,831,4929,8415,4068,2598.9101173266336,12867,30636.4437248506
48159,"franklin, texas",TX,-56.8464285714286,94.5922456319386,151.4386742033672,1375,1654,145,60,2352,2352,1799,1139.9754696813468,2673,24825.8567846197
50011,"franklin, vermont",VT,-212.771234647706,63.0392857142857,275.8105203619917,7944,1679,256,1070,3113,7965,1935,1271.3242081447966,11672,23687.468290208
51067,"franklin, virginia",VA,-902.819376212021,94.5922456319386,997.4116218439596,12867,5325,317,1194,7261,13194,5642,3784.164648737584,14291,25414.8067791787
53021,"franklin, washington",WA,952.835714285714,-172.562895927607,1125.398610213321,21245,12908,2125,1158,56331,8925,15033,9469.959444085327,37123,39627.0321623381
22041,"franklin, louisiana",LA,-56.8464285714286,-114.797285067878,171.6437136393066,7800,1503,141,421,7038,3602,1644,1055.0574854557226,8458,42060.7688099856
51620,"franklin city, virginia",VA,189.84996767938,94.5922456319386,284.4422133113186,2227,371,36,326,5032,1649,407,357.9768853245274,2657,33150.343106675
24021,"frederick, maryland",MD,1994.98928571429,522.607142857143,2517.596428571433,26197,11452,1274,3765,70646,37144,12726,8642.638571428573,52763,20614.1704596511
51069,"frederick, virginia",VA,699.514285714286,190.907142857143,890.4214285714289,9491,7183,367,1283,15107,15244,7550,4886.168571428571,27072,30744.7702546165
51630,"fredericksburg city, virginia",VA,347.289285714286,76.5821428571429,423.8714285714289,5177,2861,337,905,12180,3170,3198,2088.3485714285716,7353,25303.6924876974
27047,"freeborn, minnesota",MN,-180.607142857143,137.398812517524,318.005955374667,6429,1571,168,825,4759,6750,1739,1170.6023821498666,9476,31104.546200558
48161,"freestone, texas",TX,-56.8464285714286,97.7194731738928,154.5659017453214,5074,2400,237,269,6749,3924,2637,1644.0263606981287,4097,20750.6077795786
08043,"fremont, colorado",CO,451.331658047842,309.080559146736,760.412217194578,8560,2518,342,871,10054,10265,2860,2020.1648868778311,19107,40035.6207438449
16043,"fremont, idaho",ID,259.227790318429,84.6386835388839,343.86647385731294,2853,1733,225,90,1944,2277,1958,1312.3465895429251,2436,18579.8184730379
19071,"fremont, iowa",IA,-49.1928571428571,-47.5781919956207,96.77104913847779,1282,306,26,102,384,1530,332,237.9084196553911,1617,23451.7766497462
56013,"fremont, wyoming",WY,-326.071719457017,-83.4260504201666,409.4977698771836,9073,7533,522,769,12162,7331,8055,4996.799107950874,17100,43061.116567198
06019,"fresno, california",CA,2801.61785714286,1165.76785714286,3967.38571428572,316814,76302,29905,24446,706035,121129,106207,65311.154285714285,299234,30219.4295316925
48163,"frio, texas",TX,-394.891774402058,85.5503878474483,480.4421622495063,4461,3068,122,539,16963,2424,3190,2106.1768648998027,7982,39884.0753510218
31063,"frontier, nebraska",NE,18.3159340659349,94.5922456319386,112.90817969787349,433,229,17,38,136,667,246,192.76327187914939,543,20599.3930197269
05049,"fulton, arkansas",AR,-53.9181222617626,94.5922456319386,148.5103678937012,4744,1317,282,222,681,3202,1599,1018.8041471574804,3112,25298.756198683
13121,"fulton, georgia",GA,5126.04285714286,4833.6,9959.64285714286,215368,104828,8973,47647,638316,123131,113801,72264.45714285714,235286,22375.1604773905
17057,"fulton, illinois",IL,-336.8,94.5922456319386,431.39224563193864,7374,1839,92,717,2907,7171,1931,1331.1568982527754,12278,35430.2533618053
18049,"fulton, indiana",IN,-223.446008403371,-274.798527047038,498.244535450409,4519,1995,78,392,1694,3958,2073,1443.0978141801636,4914,24485.5249389606
21075,"fulton, kentucky",KY,-116.614285714286,45.8124757595342,162.4267614738202,2311,395,107,406,1783,1246,502,366.1707045895281,1476,24340.3693931398
36035,"fulton, new york",NY,-178.164285714286,-214.021121525555,392.18540723984097,13108,2044,183,2291,4658,10432,2227,1493.0741628959365,16928,31669.5352839931
39051,"fulton, ohio",OH,-196.646428571429,114.542857142857,311.18928571428603,7045,2215,205,558,4792,7613,2420,1576.4757142857145,12830,30412.9332005879
42057,"fulton, pennsylvania",PA,-58.9,94.5922456319386,153.4922456319386,2808,902,66,339,640,3086,968,642.1968982527754,5120,35329.8371515319
31065,"furnas, nebraska",NE,-56.8464285714286,94.5922456319386,151.4386742033672,1013,345,26,71,325,1185,371,283.1754696813469,1122,23811.544991511
12039,"gadsden, florida",FL,-56.8464285714286,94.5922456319386,151.4386742033672,13859,5494,498,1733,31017,8192,5992,3655.7754696813467,17964,39233.8436674165
31067,"gage, nebraska",NE,-142.653571428571,109.778361344539,252.43193277311002,4457,1241,58,627,1256,4491,1299,880.372773109244,3588,16651.1973268981
48165,"gaines, texas",TX,359.946428571428,86.8397058823539,446.78613445378187,4699,6281,377,331,9438,1894,6658,4173.514453781512,1757,8336.10096313517
51640,"galax city, virginia",VA,87.5142857142857,-79.6,167.1142857142857,2437,1258,34,325,1753,1297,1292,842.0457142857142,3336,52108.7160262418
17059,"gallatin, illinois",IL,-55.1571428571429,13.7105850032312,68.8677278603741,1559,167,21,162,226,1184,188,140.34709114414963,1802,36162.9540437487
21077,"gallatin, kentucky",KY,-56.8464285714286,94.5922456319386,151.4386742033672,2200,912,56,141,917,1252,968,641.3754696813469,2799,31952.0547945205
30031,"gallatin, montana",MT,1466.4,898.764285714286,2365.164285714286,19824,8159,711,1289,9964,13940,8870,6268.065714285714,42028,37726.7708548397
39053,"gallia, ohio",OH,110.095329670323,94.5922456319386,204.6875753022616,7264,2818,151,783,2103,5605,2969,1863.2750301209046,10602,35345.8909818303
48167,"galveston, texas",TX,3681.73571428571,875.317857142857,4557.053571428567,63464,43310,3588,6244,146039,48374,46898,29961.621428571427,116707,34569.6090047393
31069,"garden, nebraska",NE,-104.304427925017,10.9464285714286,115.25085649644559,458,255,2,26,122,519,257,200.30034259857823,368,19206.6805845511
08045,"garfield, colorado",CO,349.428571428571,343.049450549443,692.478021978014,8865,10465,787,810,19170,7758,11252,7028.191208791205,18199,30532.6734334368
30033,"garfield, montana",MT,-50.4314196920022,10.8683742727862,61.2997939647884,223,157,18,2,9,218,175,129.51991758591535,251,23882.0171265461
31071,"garfield, nebraska",NE,-56.8464285714286,-25.7112637362643,82.5576923076929,323,75,0,14,70,551,75,78.02307692307716,399,19173.4742912061
40047,"garfield, oklahoma",OK,-56.8464285714286,94.5922456319386,151.4386742033672,13612,9315,622,1075,16323,10015,9937,6022.775469681346,18276,29690.5206725692
49017,"garfield, utah",UT,62.119861021336,94.5922456319386,156.7121066532746,1203,798,22,37,569,1126,820,554.6848426613099,466,9320
53023,"garfield, washington",WA,63.2360892603174,94.5922456319386,157.828334892256,292,144,14,19,253,596,158,157.9313339569024,509,22542.0726306466
